epoch,update_time,train_loss,train_loss_mse,train_loss_kld,valid_loss,valid_loss_mse,valid_loss_kld,mcd
1,1533939981.48,54.3782046925,54.3782046925,3.07783415101,54.2690977617,54.2690977617,3.1008578864,
2,1533940497.01,49.9964717518,49.9964717518,3.46661056172,50.2271985141,50.2271985141,3.48435833237,
3,1533941010.25,47.7249256481,47.7249256481,3.66215890104,47.8525636846,47.8525636846,3.69123194434,
4,1533941509.88,45.2332181064,45.2332181064,3.76300209219,45.2445612821,45.2445612821,3.75133421204,
5,1533942015.83,43.9412564364,43.9412564364,4.11613945528,44.1224947843,44.1224947843,4.12989358468,
6,1533942510.76,43.3247125799,43.3247125799,4.34277798913,43.6617889404,43.6617889404,4.31890539689,
7,1533943014.46,42.7515595176,42.7515595176,4.2758084644,43.0801936063,43.0801936063,4.28171942451,
8,1533943513.94,42.5994026878,42.5994026878,4.29948299581,42.6779101979,42.6779101979,4.33570371975,
9,1533944008.95,42.1111412048,42.1111412048,4.48562058535,42.1554693742,42.1554693742,4.56423711777,
10,1533944497.87,42.0880654075,42.0880654075,4.53533133593,42.2034839283,42.2034839283,4.6020004966,
11,1533944997.74,41.2397977656,41.2397977656,4.28746734966,41.5822441795,41.5822441795,4.36162116311,
12,1533945493.3,41.4283856479,41.4283856479,4.77569237622,41.5796116916,41.5796116916,4.81333190745,
13,1533945992.58,40.9911342968,40.9911342968,4.77165950428,41.2247973355,41.2247973355,4.83148644187,
14,1533946492.84,41.0152272311,41.0152272311,4.83991995725,41.2381959395,41.2381959395,4.8772484606,
15,1533946993.1,41.1175713973,41.1175713973,4.60534191132,41.5415118824,41.5415118824,4.67917858471,
16,1533947496.33,40.573691975,40.573691975,4.94215601141,40.9033598466,40.9033598466,4.9894343723,
17,1533948004.73,40.4588588368,40.4588588368,5.0081486702,40.8943172802,40.8943172802,5.06345423785,
18,1533948506.59,40.4323130521,40.4323130521,4.93162194165,40.7016320662,40.7016320662,5.00243486058,
19,1533949007.25,39.9965008822,39.9965008822,5.05141700398,40.3296318054,40.3296318054,5.11333552274,
20,1533949505.41,40.0296360363,40.0296360363,5.23480016535,40.422603954,40.422603954,5.30128361962,
21,1533950010.31,40.0783649791,40.0783649791,4.77711382779,40.2803389809,40.2803389809,4.83571512049,
22,1533995593.06,39.9350859902,39.9350859902,5.02895832062,40.1700796648,40.1700796648,5.07185853611,
23,1533996093.78,39.7791969993,39.7791969993,5.02317697352,40.0612307462,40.0612307462,5.08042183789,
24,1533996579.16,39.8205275102,39.8205275102,5.20115488226,40.2524507696,40.2524507696,5.23592870886,
25,1533997064.47,39.5137433139,39.5137433139,5.39402957396,40.1384086609,40.1384086609,5.42915045131,
