epoch,update_time,train_loss,valid_loss,mcd
29,1533074715.46,38.7890618064,39.2797712846,
30,1533075079.55,39.42232236,39.6383136402,
31,1533075432.9,38.8130801808,39.1493672458,
32,1533075788.12,39.4190590598,39.874042511,
33,1533076147.44,39.9547080994,40.239394448,
