epoch,update_time,train_loss,valid_loss,mcd,speaker_recognition_acc_eval
90.0,1534511912.84,64.8989299427,67.7594725869,11.4323986256,0.835516739447
91,1534511934.97,65.8491266424,68.5895129117,,0.848617176128
92,1534511957.65,65.9734379161,69.2631336559,,0.835516739447
93,1534511980.94,67.2449052984,70.4410532171,,0.84133915575
94,1534512003.3,64.5511058461,68.1670983054,,0.848617176128
95,1534512025.18,65.2195972096,68.0911032937,,0.848617176128
96,1534512046.93,63.8276107095,67.224051042,,0.874818049491
97,1534512068.85,67.0306576816,69.8883875067,,0.825327510917
98,1534512090.6,64.3328288685,67.9888805043,,0.823871906841
99,1534512111.94,66.6638100364,69.870419589,,0.828238719068
100.0,1534512161.87,66.2852301164,68.2768263383,11.3743887048,0.838427947598
101,1534512184.38,64.1133873679,68.6818119396,,0.828238719068
102,1534512206.95,65.0411935286,68.3894611705,,0.812227074236
103,1534512229.69,67.5101706765,69.3191306374,,0.852983988355
104,1534512251.23,65.1190039895,69.4747321389,,0.818049490539
105,1534512273.5,65.6161658547,68.1336482655,,0.84133915575
106,1534512296.64,67.0503574718,68.9432005449,,0.834061135371
107,1534512319.62,65.6296556646,68.2150351784,,0.842794759825
108,1534512342.86,66.0949845748,69.392304854,,0.823871906841
109,1534512364.68,65.871842471,69.3840997869,,0.828238719068
110.0,1534512414.69,65.0211292614,68.2013397217,11.0831150744,0.844250363901
111,1534512436.48,65.9775744351,68.9804215865,,0.851528384279
112,1534512458.57,64.6013384732,68.0605323098,,0.887918486172
113,1534512480.15,65.2520294189,69.0024920377,,0.834061135371
114,1534512503.57,64.4824995561,68.6509364735,,0.829694323144
115,1534512526.51,67.0591635271,68.9829670299,,0.823871906841
116,1534512548.94,67.0660927512,69.7872265902,,0.835516739447
117,1534512571.39,67.1662132957,70.8504187844,,0.81077147016
118,1534512593.96,66.3237374046,68.8158222545,,0.855895196507
119,1534512616.54,66.7648336237,69.7470488115,,0.839883551674
120.0,1534512666.32,65.4235174006,68.438041687,11.3458294568,0.864628820961
121,1534512687.38,67.1741305265,69.6692262129,,0.845705967977
122,1534512710.25,65.1094467857,68.3530661843,,0.836972343523
123,1534512731.13,66.7946250222,69.1817717119,,0.822416302766
124,1534512753.46,67.9143780795,70.7215825861,,0.822416302766
125,1534512774.77,66.236255299,69.2115839178,,0.855895196507
126,1534512797.08,66.1692102606,69.1219621138,,0.842794759825
127,1534512819.04,67.4108435891,70.0269782326,,0.852983988355
128,1534512841.66,66.0586634549,69.7652005282,,0.809315866084
129,1534512864.41,68.92107322,70.5227023038,,0.813682678311
130.0,1534512914.23,66.1651632136,68.5926971436,11.1490576759,0.813682678311
131,1534512936.26,63.9371396845,67.3339476152,,0.854439592431
132,1534512958.6,67.0570446361,69.9630550038,,0.83114992722
133,1534512980.83,67.345511003,69.7977981567,,0.83114992722
134,1534513002.46,67.5141927546,69.5668681752,,0.825327510917
135,1534513023.94,65.8368134932,68.5745045055,,0.858806404658
136,1534513045.45,66.6540693803,70.1854906949,,0.818049490539
137,1534513067.98,65.7473612699,68.6518159346,,0.835516739447
138,1534513090.64,64.7102241516,67.9832129045,,0.852983988355
139,1534513113.79,65.7763914628,68.8805604415,,0.815138282387
140.0,1534513163.49,66.0630094355,68.689193032,11.5455746744,0.844250363901
141,1534513186.21,65.7583961487,68.6311125322,,0.834061135371
142,1534513208.47,65.3142915206,69.0313498757,,0.834061135371
143,1534513230.87,67.0284146396,69.7542135065,,0.822416302766
144,1534513252.96,65.170826305,69.2837038907,,0.852983988355
145,1534513275.22,63.8776904019,66.8014110218,,0.835516739447
146,1534513297.31,65.4836356423,68.6250617287,,0.848617176128
147,1534513319.66,64.6106778925,69.0950899991,,0.828238719068
148,1534513341.83,65.8748002486,68.629388289,,0.848617176128
149,1534513364.39,65.6623840332,68.9852731878,,0.836972343523
150.0,1534513414.77,66.3718265187,69.0361050692,11.2416366713,0.844250363901
151,1534513436.92,68.3474280617,71.0889497237,,0.807860262009
152,1534513459.27,66.9829725786,68.6379352916,,0.84133915575
153,1534513481.0,64.9276029413,68.2104797363,,0.844250363901
154,1534513503.46,68.4877652255,70.4409616644,,0.823871906841
155,1534513525.87,68.7570884011,70.7319661921,,0.839883551674
156,1534513548.03,64.8575321544,67.6586234353,,0.874818049491
157,1534513570.77,67.6159896851,69.9325193925,,0.826783114993
158,1534513593.23,65.8389812816,68.8347577182,,0.818049490539
159,1534513615.78,65.6845314719,69.1142515703,,0.842794759825
160.0,1534513665.46,66.7717337175,69.6883163452,11.1630218651,0.850072780204
161,1534513687.51,66.5739572698,69.0893353549,,0.80058224163
162,1534513710.13,66.1808936379,70.0657764782,,0.803493449782
