epoch,update_time,train_loss,valid_loss,mcd,speaker_recognition_acc_eval
90.0,1531782527.98,32.9679429671,33.3655329873,4.95805158659,0.995437079731
91,1531782679.71,32.7467836212,33.1841738645,,0.995437079731
92,1531782838.3,32.6948823929,33.1489483328,,0.995917387128
93,1531782989.54,32.6268497635,33.092234331,,0.994236311239
94,1531783141.44,32.5755772871,33.0607403587,,0.997358309318
95,1531783296.35,32.6290778553,33.0427150165,,0.996157540826
96,1531783445.61,32.6105140237,33.019615566,,0.996157540826
97,1531783601.31,32.535219473,33.0090752209,,0.993756003842
98,1531783750.15,32.5590815544,33.0016334197,,0.996397694524
99,1531783900.33,32.509595871,32.954420819,,0.997358309318
100.0,1531784655.63,32.4618583847,32.9637287364,4.85748469403,0.996157540826
101,1531784807.48,32.462908268,32.974891887,,0.994956772334
102,1531784962.99,32.438708081,32.9460660149,,0.996157540826
103,1531785112.77,32.4396721896,32.9443686429,,0.995917387128
104,1531785268.12,32.4758120144,32.9550750396,,0.997358309318
105,1531785418.43,32.50710277,32.9284154107,,0.996397694524
106,1531785572.81,32.4368720616,32.9467462091,,0.996157540826
107,1531785724.43,32.3976287842,32.9374136083,,0.995437079731
108,1531785873.96,32.3643478506,32.9244397107,,0.99711815562
109,1531786029.95,32.3677242784,32.8942011104,,0.995677233429
110.0,1531786881.73,32.34195008,32.9145651986,4.86344383903,0.996397694524
111,1531787029.78,32.5090792319,32.8840475643,,0.995917387128
112,1531787184.71,32.4046037337,32.9030117708,,0.995196926033
113,1531787334.9,32.4243744962,32.9242460587,,0.997598463016
114,1531787484.67,32.378232451,32.9013690948,,0.996157540826
115,1531787635.11,32.348658169,32.8993664349,,0.996637848223
116,1531787794.04,32.4161612567,32.8947033602,,0.996397694524
117,1531787954.53,32.415949569,32.9073850407,,0.996878001921
118,1531788107.6,32.3462595379,32.87660739,,0.996157540826
119,1531788257.54,32.3075470924,32.86430084,,0.995917387128
120.0,1531788846.21,32.274303296,32.8692055871,4.82252396289,0.996157540826
121,1531788996.72,32.2536963014,32.8666888966,,0.996397694524
122,1531789150.76,32.3349458751,32.880608166,,0.996157540826
123,1531789301.28,32.3283169971,32.8620283463,,0.995677233429
124,1531789461.12,32.2147210907,32.8995070738,,0.995437079731
125,1531789610.63,32.2755530862,32.8748639612,,0.994476464938
126,1531789761.78,32.3385260245,32.8598986794,,0.996637848223
127,1531789912.02,32.2533259392,32.8581668068,,0.995677233429
128,1531790069.59,32.2919639139,32.8768371133,,0.997358309318
129,1531790219.46,32.3368074473,32.9001883899,,0.995196926033
130.0,1531790819.4,32.2830781937,32.8900448855,4.85403428551,0.995437079731
131,1531790969.79,32.3148666831,32.8344014673,,0.996397694524
132,1531791122.04,32.2455760451,32.8553472407,,0.996637848223
133,1531791276.7,32.2328659226,32.8645623712,,0.995677233429
134,1531791429.43,32.2759205033,32.9002569984,,0.995437079731
135,1531791581.36,32.3479798541,32.8577984642,,0.996157540826
136,1531791732.17,32.29242308,32.8666854185,,0.996637848223
137,1531791891.47,32.255739745,32.8582296371,,0.995196926033
138,1531792046.7,32.2687943402,32.8875205657,,0.995437079731
139,1531792200.58,32.2328464564,32.8754776225,,0.995196926033
140.0,1531792594.51,32.1823077202,32.8324630962,4.83018345535,0.995437079731
141,1531792754.09,32.1793424662,32.8427447712,,0.996878001921
142,1531792905.49,32.2339706421,32.8707807204,,0.993996157541
143,1531793060.54,32.2882964471,32.8640004887,,0.995437079731
144,1531793213.68,32.2681950681,32.8625201057,,0.994956772334
145,1531793365.29,32.2724609655,32.8317938973,,0.996397694524
146,1531793520.0,32.273715468,32.8729062361,,0.995437079731
147,1531793671.46,32.2076309989,32.8839799096,,0.996637848223
148,1531793824.22,32.2398539711,32.8301429188,,0.996637848223
149,1531793974.35,32.2769415519,32.8691760792,,0.995437079731
150.0,1531794576.28,32.2605876923,32.8378688027,4.84918864816,0.994956772334
151,1531794730.87,32.1566215122,32.8611254412,,0.995437079731
152,1531794885.19,32.2316948386,32.8400575974,,0.994716618636
153,1531795041.2,32.2011055105,32.8803657644,,0.996157540826
154,1531795197.11,32.2370117412,32.8213253021,,0.995437079731
155,1531795346.3,32.2065982819,32.8756104077,,0.996637848223
156,1531795499.08,32.1545961885,32.8624366872,,0.995437079731
157,1531795649.37,32.2630856458,32.8742364996,,0.996397694524
158,1531795800.19,32.1990896113,32.8450348798,,0.997358309318
159,1531795955.67,32.2041971263,32.8521266825,,0.996637848223
160.0,1531796446.89,32.2289344563,32.8380338444,4.83697311403,0.997598463016
161,1531796598.01,32.1622582043,32.8484461167,,0.996157540826
162,1531796748.52,32.1708492672,32.8591587964,,0.997598463016
163,1531796898.97,32.2399971064,32.9113055958,,0.996157540826
