epoch,update_time,train_loss,valid_loss,mcd,speaker_recognition_acc_eval
90.0,1531814596.69,69.1842791613,70.2754631042,10.3222064291,0.977425552354
91,1531814747.93,69.4618958866,70.4034818761,,0.978386167147
92,1531814899.19,71.3267987195,72.4677837596,,0.968059558117
93,1531815051.25,69.0323286618,69.90922782,,0.974303554275
94,1531815200.37,67.9991241904,69.2001208137,,0.978146013449
95,1531815351.53,67.4169497209,68.9653744978,,0.971421709894
96,1531815501.63,70.3504465889,71.7238991681,,0.970701248799
97,1531815651.13,70.7542165868,71.7508898342,,0.970701248799
98,1531815805.06,71.2787632662,71.5283964942,,0.977665706052
99,1531815960.39,68.9103758756,69.7254029442,,0.980307396734
100.0,1531816708.02,68.3493151945,69.2627219032,10.4648523621,0.979827089337
101,1531816862.93,69.1782210855,70.1054850186,,0.974783861671
102,1531817014.21,68.3338951784,69.0127551135,,0.981748318924
103,1531817167.9,68.5402343974,69.46714491,,0.978866474544
104,1531817319.55,71.4999842924,72.2683586794,,0.969980787704
105,1531817469.84,68.22011813,69.0419392305,,0.975744476465
106,1531817626.05,74.1113746867,74.5280188392,,0.950288184438
107,1531817780.48,70.0882439333,70.8749239304,,0.977665706052
108,1531817933.0,72.1411946241,72.3829788881,,0.975984630163
109,1531818085.79,69.4691045425,70.1624929765,,0.984870317003
110.0,1531819396.03,69.1600029889,70.2590762868,10.7538637397,0.980787704131
111,1531819552.73,69.9537414102,70.9325601914,,0.97646493756
112,1531819705.52,68.8088391248,69.4672131258,,0.974543707973
113,1531819868.23,68.7503297469,69.7670440674,,0.986311239193
114,1531820023.06,70.9747793534,71.9501913856,,0.96325648415
115,1531820174.51,70.7712789423,71.790487065,,0.972862632085
116,1531820350.61,69.2527987536,70.5711938073,,0.978386167147
117,1531820530.41,70.5690665526,71.4050489313,,0.981988472622
118,1531820685.83,69.5985135471,70.2189649694,,0.984390009606
119,1531820839.4,69.6904535855,70.507708269,,0.97358309318
120.0,1531821211.99,71.7396884245,72.3601618374,11.6384601978,0.970461095101
121,1531821368.56,67.9273809545,68.9661389519,,0.97646493756
122,1531821524.23,70.7886297563,71.6655033336,,0.968299711816
123,1531821686.96,70.0472021664,70.7758283054,,0.97934678194
124,1531821840.27,72.6933011448,73.3587287454,,0.971661863593
125,1531821998.59,72.7640027439,73.5510313371,,0.970941402498
126,1531822156.99,73.9151748208,74.2907746259,,0.955571565802
127,1531822309.42,71.9967753466,72.6222349055,,0.973102785783
128,1531822462.26,71.3458023071,72.022064209,,0.981748318924
129,1531822622.57,70.888314752,71.5095695047,,0.971421709894
130.0,1531823080.11,69.5873434403,70.9374272964,11.0495259251,0.974063400576
131,1531823232.85,71.40567241,71.7561810437,,0.977665706052
132,1531823387.06,71.691769095,72.4977004107,,0.980067243036
133,1531823542.22,68.8206181246,69.7681459539,,0.979586935639
134,1531823697.21,69.9445194918,70.8742496266,,0.979106628242
135,1531823855.44,67.1512055678,68.6496077145,,0.979827089337
136,1531824012.63,70.3470976212,71.0922504874,,0.97646493756
137,1531824165.79,84.6825662501,72.1528808369,,0.971181556196
138,1531824322.23,73.4301951913,73.8616252226,,0.972622478386
139,1531824480.03,70.2767541549,71.0588419297,,0.976945244957
140.0,1531824886.26,69.9248796351,70.7588681614,11.1296718071,0.978626320845
141,1531825050.12,70.6071056478,71.5560603422,,0.97358309318
142,1531825203.75,70.8766328026,71.9259882534,,0.975264169068
143,1531825360.12,69.660913804,70.7129449283,,0.97502401537
144,1531825513.58,71.6536838307,72.2012562471,,0.975984630163
145,1531825671.35,71.754509421,72.461711547,,0.959894332373
146,1531825824.69,70.4676615771,71.2947725408,,0.979106628242
147,1531825981.08,70.6467628479,71.5892575208,,0.963976945245
148,1531826135.56,68.282490001,69.2810797972,,0.985830931796
149,1531826289.55,71.0687228932,71.8276171965,,0.97358309318
150.0,1531826765.74,68.8934685202,69.7748902265,10.8426091703,0.970941402498
151,1531826924.05,71.333025764,72.4821797539,,0.973102785783
152,1531827082.7,72.853769639,73.8565125185,,0.971661863593
153,1531827235.15,71.1238720838,72.1478944666,,0.969980787704
154,1531827387.91,70.9981164371,71.7327429828,,0.973823246878
155,1531827541.84,69.821790022,70.7599549013,,0.974543707973
156,1531827699.85,70.1375785154,70.8765200447,,0.97358309318
157,1531827855.11,72.9332278757,73.7291522307,,0.971181556196
158,1531828024.94,69.0784711277,70.2378836239,,0.975744476465
159,1531828203.97,69.7650803959,70.8933081907,,0.97646493756
160.0,1531828863.52,69.747296726,70.9273972231,11.1369365231,0.978386167147
161,1531829039.72,71.5641693788,72.198105756,,0.966378482229
162,1531829218.7,72.1235102485,72.8149172839,,0.974303554275
163,1531829393.47,68.9986006793,69.8260238872,,0.983669548511
