epoch,update_time,train_loss,train_loss_mse,train_loss_kld,valid_loss,valid_loss_mse,valid_loss_kld,mcd
90,1534401796.82,31.5272398862,31.0690803528,0.916319186037,32.9803893349,32.5146640431,0.931449825113,
91,1534402185.81,30.9126954512,30.4785542922,0.868282702836,32.4710263339,32.021958958,0.898134345358,
92,1534405602.17,30.8287275488,30.4107411124,0.835972726345,32.396031293,31.978219119,0.835624521429,
93,1534405998.81,30.9254497181,30.5138242895,0.823251139034,32.3466049541,31.9250144958,0.843180439689,
94,1534406385.15,30.6804663918,30.2963620966,0.768208519979,32.0550056804,31.6630614888,0.783888144927,
95,1534406765.92,30.5341866233,30.1653523879,0.737669039856,32.1759458022,31.7927034551,0.766484553164,
96,1534407149.25,30.7054354928,30.307904677,0.795061864636,32.0184614008,31.6236580935,0.789606186477,
97,1534407530.8,30.4720417369,30.079054399,0.785974648866,31.9953715584,31.6002608213,0.790221729062,
98,1534407910.12,30.4851127971,30.1302096627,0.709806550633,31.9047948664,31.5604541085,0.68868167292,
99,1534408289.15,30.4143912575,30.0387207378,0.751340817321,31.9488069361,31.5700759888,0.757461569526,
100,1534408675.17,30.3940391541,30.0379402854,0.712197569284,32.0280383717,31.6567190344,0.742638642138,
101,1534409049.78,30.5053327734,30.1508537639,0.708957959305,32.0168791684,31.6540185755,0.725721272555,
102,1534409418.58,30.3711466356,30.0164546967,0.709383975376,31.9772101316,31.6214221608,0.711575199257,
103,1534409785.78,30.2616854581,29.9278753454,0.667620826851,31.9433075298,31.6071338654,0.672347399321,
104,1534410169.52,30.3112439242,29.9606900649,0.701107539914,31.8356604143,31.4888047305,0.693711389195,
105,1534410556.61,30.2916415821,29.9541466453,0.674989857457,31.8717710322,31.5251185677,0.693304582076,
106,1534410948.41,30.1613046473,29.8239837993,0.674641495401,31.7964342291,31.4439364347,0.704995149916,
107,1534411326.89,30.1218084856,29.7683747031,0.706867851994,31.8604068756,31.5161108537,0.688592726534,
108,1534411700.08,30.2181257768,29.8881555037,0.65994073586,31.8104409305,31.4790078943,0.662865757942,
