epoch,update_time,train_loss,train_loss_mse,train_loss_kld,valid_loss,valid_loss_mse,valid_loss_kld,mcd
106,1535749746.16,33.9482752295,33.7282208835,0.440109330942,34.2178495071,34.0024977852,0.43070346117,
107,1535751919.93,33.878354297,33.682327551,0.392053253072,34.1349152397,33.9414223503,0.386985613143,
108,1535754114.95,33.9500681933,33.7757580701,0.348619885743,34.1388308581,33.9688151864,0.3400314516,
109,1535756265.74,33.9145680596,33.7236958672,0.381744212526,34.1048654668,33.920863432,0.36800393506,
110,1535758484.3,33.7670628043,33.5908171149,0.35249148879,34.0251214084,33.8503337187,0.349575584864,
111,1535760618.7,33.7400174421,33.5703958624,0.339243001798,34.0340339436,33.8659190571,0.336230150917,
112,1535762751.49,33.8662769654,33.696150948,0.34025175738,34.0217241399,33.8547676872,0.333913044894,
113,1535764962.18,33.8367882897,33.6429994808,0.387577581493,34.070981755,33.8815111833,0.378941672252,
114,1535767076.87,33.9645934946,33.8145008648,0.300185878487,34.1701367883,34.0229728923,0.294327523778,
115,1535769203.79,33.9202383266,33.7746008144,0.291275181753,34.1973848904,34.0549341651,0.284901716911,
116,1535771373.93,33.9299079671,33.7764071857,0.307001894449,34.2114466499,34.0682247386,0.286443921135,
117,1535773549.58,33.9582654729,33.8005868687,0.315357479322,34.1888963475,34.0320126029,0.313767507234,
118,1535775669.25,34.0034094979,33.8668997148,0.27301963857,34.2855187023,34.1525504729,0.265936583938,
119,1535777841.8,33.9789477517,33.8353098701,0.28727607955,34.1842815736,34.0450358671,0.27849122356,
120,1535780059.58,33.8979162889,33.7482907351,0.29925113522,34.1253819746,33.9766398037,0.297484458589,
121,1535782289.25,34.1107604644,33.9758337806,0.269853212597,34.3839451285,34.2517682244,0.264353575733,
122,1535784512.13,34.1943644916,34.0509217767,0.286885444513,34.3663987552,34.2238365061,0.285124892917,
123,1535786739.63,34.1361488454,34.0027940975,0.266709698035,34.3279890173,34.1966843886,0.26260903149,
124,1535788959.14,34.1088126687,33.9723529816,0.272919369752,34.3809518814,34.24417995,0.273543770918,
125,1535791210.6,34.1117707982,33.9763655943,0.270810650333,34.3251787634,34.190488647,0.269380433156,
126,1535793461.77,34.2873728135,34.1569810194,0.260783733471,34.3817437116,34.255087572,0.25331175415,
127,1535795587.61,34.208671121,34.0833083321,0.250725133235,34.4756999857,34.3535773333,0.244244983091,
128,1535797803.24,34.3816916522,34.2517312555,0.259921179317,34.58384138,34.4575986301,0.252485377824,
129,1535800055.04,34.291940072,34.1700844484,0.243710997788,34.5489406025,34.4309024811,0.236076252864,
130,1535802333.88,34.2272639555,34.108746753,0.237034318421,34.5198441113,34.4052819645,0.229124185136,
131,1535804558.47,34.230184499,34.0871994355,0.285970014465,34.4529216991,34.3123437096,0.281156370307,
132,1535806729.16,34.2949746637,34.176328042,0.237293249325,34.4779901505,34.3613550523,0.233270213008,
133,1535808968.12,34.4548526652,34.3269644345,0.255776471294,34.6996544109,34.5732146992,0.252879549475,
134,1535811184.13,34.4616568509,34.3333957897,0.256521776976,34.6209260155,34.493519222,0.254814279211,
135,1535813338.96,34.5491022783,34.4260336371,0.246137505945,34.7468110814,34.6233026841,0.247017221635,
136,1535815572.36,34.7444678475,34.6182368222,0.252462209805,34.9697645973,34.8462412778,0.247046687366,
137,1535817818.79,34.7428428426,34.612851199,0.259983823361,34.9885844623,34.8594568477,0.258255212623,
138,1535820115.49,34.7151512819,34.5908076342,0.248687176582,34.9866468205,34.8599511876,0.253391184351,
139,1535822321.25,34.9268368553,34.8015609629,0.250551910085,35.1456595028,35.0239973629,0.243324540775,
140,1535824593.35,34.5970130247,34.4682143155,0.257597683984,34.8554546132,34.7277135849,0.255481833702,
141,1535826840.17,34.5989246368,34.4684772491,0.260894950698,34.8916015625,34.7630084543,0.257186659557,
142,1535829079.15,34.6923227871,34.5717158037,0.241213973612,34.9442453945,34.8256242976,0.237242099774,
