epoch,update_time,train_loss,valid_loss,mcd,speaker_recognition_acc_eval
90.0,1534352288.08,63.7552226673,65.8690171675,11.166772355,0.84133915575
91,1534352310.89,62.6450764049,64.7745264227,,0.883551673945
92,1534352333.9,64.8896286704,66.9292169051,,0.861717612809
93,1534352356.05,65.6614990234,67.0078714544,,0.877729257642
94,1534352378.94,65.3589668274,67.0025804693,,0.867540029112
95,1534352401.26,63.2066383362,65.8491547324,,0.874818049491
96,1534352424.79,64.7798867659,66.8291695335,,0.867540029112
97,1534352447.44,65.2261283181,67.3253437389,,0.832605531295
98,1534352470.82,62.9887577404,66.6810926958,,0.864628820961
99,1534352493.19,64.9087909352,66.9360854409,,0.866084425036
100.0,1534352540.02,63.5404167175,65.5694670244,10.5611420163,0.890829694323
101,1534352562.96,63.3532805009,65.9782531045,,0.89519650655
102,1534352585.77,65.9764712941,66.9623399214,,0.848617176128
103,1534352607.98,64.5831021396,66.7183744257,,0.886462882096
104,1534352630.55,63.5644659563,66.9820133556,,0.858806404658
105,1534352653.66,64.9692542336,66.917480122,,0.858806404658
106,1534352676.39,64.8899685253,67.1168199019,,0.887918486172
107,1534352698.38,64.9210805026,67.0653527,,0.870451237263
108,1534352721.65,65.3585655906,67.3686391657,,0.898107714702
109,1534352744.89,66.9972735318,67.6180211847,,0.857350800582
110.0,1534352792.8,66.7623571916,68.2571841153,11.1160984174,0.842794759825
111,1534352815.1,65.5873884721,67.1095216924,,0.868995633188
112,1534352838.24,64.5723270069,68.0875961997,,0.882096069869
113,1534352860.82,65.5765231739,68.0300747265,,0.861717612809
114,1534352884.18,65.4699356773,68.4833256115,,0.839883551674
115,1534352907.57,67.0759436867,68.0156298551,,0.848617176128
116,1534352929.77,67.1299199191,69.3072683161,,0.847161572052
117,1534352952.54,66.3126962835,68.7553891269,,0.816593886463
118,1534352974.89,68.2483354048,71.0532594161,,0.847161572052
119,1534352998.0,68.3406867981,69.4883589311,,0.857350800582
120.0,1534353044.66,66.326408733,68.258034446,11.1770363337,0.845705967977
121,1534353066.63,71.5425838124,72.6480768377,,0.780203784571
122,1534353089.11,69.6460980502,70.8797281439,,0.803493449782
123,1534353111.42,69.4057332819,71.2115631104,,0.803493449782
124,1534353133.62,71.677764199,72.7030702071,,0.82096069869
125,1534353156.69,69.4399129694,70.3539234508,,0.806404657933
